0.4551 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'pyo', 'pygame'] (in that order).
6.7251 	INFO 	Loaded monitor calibration from ['2019_04_18 11:35']
7.7324 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9323696b70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f9323467d68>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7326 	EXP 	window1: mouseVisible = True
7.7326 	EXP 	window1: recordFrameIntervals = False
7.8980 	EXP 	window1: recordFrameIntervals = True
8.0819 	DEBUG 	Screen (0) actual frame rate measured at 59.92
8.0819 	EXP 	window1: recordFrameIntervals = False
9.0490 	EXP 	Created ins = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ins', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
9.0550 	EXP 	Created con1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='con1', opacity=1, ori=0.0, pos=array([ 0. , -0.7]), rgb=UNKNOWN, text='Press the spacebar to continue.', units='norm', win=Window(...), wrapWidth=1)
9.0691 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
9.5904 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
10.5907 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
10.5948 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([ 0. , -0.5]), rgb=UNKNOWN, text='Press enter to continue to the next problem.', units='norm', win=Window(...), wrapWidth=1)
10.6084 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
11.0150 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0158 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0181 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0189 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0196 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0206 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0207 	DEBUG 	Uploading Texture Font fontname to graphics card
11.0252 	DEBUG 	Upload of Texture Font fontname complete
11.0254 	EXP 	window1: mouseVisible = True
11.4699 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.8]), rgb=UNKNOWN, text='Type your answers below. ', units='norm', win=Window(...), wrapWidth=1)
11.4882 	EXP 	textbox: autoLog = True
11.4882 	EXP 	ins: autoDraw = True
13.4647 	EXP 	con1: autoDraw = True
15.0901 	DATA 	Keypress: space
15.1021 	EXP 	ins: autoDraw = False
15.1021 	EXP 	con1: autoDraw = False
15.1021 	EXP 	text: autoDraw = True
17.9505 	DEBUG 	Read excel file with openpyxl: conditions.xlsx
17.9543 	EXP 	Imported conditions.xlsx as conditions, 16 conditions, 3 params
17.9548 	EXP 	Created sequence: random, trialTypes=16, nReps=1, seed=None
17.9552 	EXP 	New trial (rep=0, index=0): {'concept': 'leaves', 'photo': 'leaves1.jpg', 'distractQ': '87 x 7 ='}
17.9556 	EXP 	New trial (rep=0, index=1): {'concept': 'alligator', 'photo': 'alligator1.jpg', 'distractQ': '47 x 24 ='}
17.9563 	EXP 	New trial (rep=0, index=2): {'concept': 'camel', 'photo': 'camel1.jpg', 'distractQ': '44 x 84 ='}
17.9568 	EXP 	New trial (rep=0, index=3): {'concept': 'strawberries', 'photo': 'strawberries4.jpg', 'distractQ': '14 x 38 ='}
17.9573 	EXP 	New trial (rep=0, index=4): {'concept': 'train', 'photo': 'train1.jpg', 'distractQ': '96 x 99 ='}
17.9577 	EXP 	New trial (rep=0, index=5): {'concept': 'phone', 'photo': 'phone1.jpg', 'distractQ': '86 x 12 ='}
17.9581 	EXP 	New trial (rep=0, index=6): {'concept': 'fish', 'photo': 'fish3.jpg', 'distractQ': '16 x 1 ='}
17.9584 	EXP 	New trial (rep=0, index=7): {'concept': 'lion', 'photo': 'lion1.jpg', 'distractQ': '11 x 83 ='}
17.9588 	EXP 	New trial (rep=0, index=8): {'concept': 'chairs', 'photo': 'chairs2.jpg', 'distractQ': '13 x 47 ='}
